t,x
0.0,0.9660029481228998
0.001001001001001001,1.05949473079909
0.002002002002002002,1.0664085000731134
0.003003003003003003,1.0013403592567718
0.004004004004004004,1.0209856545594214
0.005005005005005005,0.9434698968628982
0.006006006006006006,1.027783870813519
0.007007007007007007,1.0000953660201484
0.008008008008008008,0.9871967058104253
0.009009009009009009,0.9242335033945183
0.01001001001001001,0.9658402824992464
0.011011011011011011,0.955012617805058
0.012012012012012012,0.8875569389428408
0.013013013013013013,0.9742174322298105
0.014014014014014014,0.9398374314020463
0.015015015015015015,0.9560917883019687
0.016016016016016016,0.9657222876501458
0.017017017017017015,1.0372506013649618
0.018018018018018018,0.9992352030217021
0.01901901901901902,0.8540633444844427
0.02002002002002002,0.8587345898139371
0.02102102102102102,0.8760173240681843
0.022022022022022022,0.8724441086219995
0.023023023023023025,0.8631657676040112
0.024024024024024024,0.8603951552228563
0.025025025025025023,0.9000415224504372
0.026026026026026026,0.9137747149791374
0.02702702702702703,0.7637631788664019
0.028028028028028028,0.8767766312034414
0.029029029029029027,0.8211292990327732
0.03003003003003003,0.7626240603184906
0.031031031031031032,0.7671688329273062
0.03203203203203203,0.7574027903731484
0.03303303303303303,0.7906471908777504
0.03403403403403403,0.8428220174592816
0.035035035035035036,0.7883337609005334
0.036036036036036036,0.7695529766610053
0.037037037037037035,0.7172575866345888
0.03803803803803804,0.7486849107099182
0.03903903903903904,0.730500040964621
0.04004004004004004,0.6688595810815181
0.04104104104104104,0.6645073646107997
0.04204204204204204,0.762697618232274
0.043043043043043044,0.6989804094044052
0.044044044044044044,0.7672288164995197
0.04504504504504504,0.5774077569672726
0.04604604604604605,0.6330108963758726
0.04704704704704705,0.5414247952235491
0.04804804804804805,0.5745997648818071
0.04904904904904905,0.608080946259885
0.050050050050050046,0.5350379022853571
0.05105105105105105,0.535833304162545
0.05205205205205205,0.4457752788690495
0.05305305305305305,0.5289353257311491
0.05405405405405406,0.545208064068647
0.055055055055055056,0.4532192832058797
0.056056056056056056,0.4464855988054648
0.057057057057057055,0.5489123150265506
0.058058058058058054,0.4496827052350434
0.05905905905905906,0.4074253118582514
0.06006006006006006,0.4540311660775045
0.06106106106106106,0.41736372325487
0.062062062062062065,0.37154643474059573
0.06306306306306306,0.4134063985608362
0.06406406406406406,0.34454665177950694
0.06506506506506507,0.379876024562697
0.06606606606606606,0.3722713959061466
0.06706706706706707,0.2562608712165597
0.06806806806806806,0.29293314973944073
0.06906906906906907,0.26307191116393885
0.07007007007007007,0.2026037626563199
0.07107107107107107,0.21996824565349957
0.07207207207207207,0.1738321627010761
0.07307307307307308,0.1921093400730803
0.07407407407407407,0.17563897618221486
0.07507507507507508,0.07987513867726884
0.07607607607607608,0.15725099386469765
0.07707707707707707,0.13118930221976757
0.07807807807807808,0.09846783468962879
0.07907907907907907,0.05485074320513775
0.08008008008008008,-0.019141695029915612
0.08108108108108109,0.09588635739404988
0.08208208208208208,0.1028707981747509
0.08308308308308308,-0.03718761223291145
0.08408408408408408,0.03796270328189602
0.08508508508508508,-0.058185376496902856
0.08608608608608609,-0.10850922105354352
0.08708708708708708,-0.00529120464188608
0.08808808808808809,-0.09201876391275883
0.0890890890890891,-0.08627771060901147
0.09009009009009009,-0.08404251822865073
0.09109109109109109,-0.08180979164945565
0.0920920920920921,-0.053547847631547796
0.09309309309309309,-0.10961750366035854
0.0940940940940941,-0.11019965074669943
0.09509509509509509,-0.1790196753169159
0.0960960960960961,-0.1674467450320467
0.0970970970970971,-0.14380351767903043
0.0980980980980981,-0.2013492388541318
0.0990990990990991,-0.294333529361465
0.10010010010010009,-0.2810011745815381
0.1011011011011011,-0.24191205597140691
0.1021021021021021,-0.2622405044520346
0.1031031031031031,-0.3336352598288006
0.1041041041041041,-0.21719709862675227
0.10510510510510511,-0.28713067575218193
0.1061061061061061,-0.3627602955040444
0.10710710710710711,-0.3943340944309493
0.10810810810810811,-0.3772480346429757
0.1091091091091091,-0.46546837356148907
0.11011011011011011,-0.3900964642482137
0.1111111111111111,-0.4332818450052551
0.11211211211211211,-0.4206608976351132
0.11311311311311312,-0.4773560730161187
0.11411411411411411,-0.4759365309198516
0.11511511511511512,-0.4383968888157629
0.11611611611611611,-0.44511049458581325
0.11711711711711711,-0.4569517682962283
0.11811811811811812,-0.49322197143540586
0.11911911911911911,-0.49422862166408293
0.12012012012012012,-0.5328104552949755
0.12112112112112113,-0.5699504833557865
0.12212212212212212,-0.5752020980846404
0.12312312312312312,-0.5502512527675683
0.12412412412412413,-0.5823529421582898
0.12512512512512514,-0.6169060635730081
0.12612612612612611,-0.5137093248951534
0.12712712712712712,-0.5550271618163428
0.12812812812812813,-0.6327800020835463
0.12912912912912913,-0.5953178804430229
0.13013013013013014,-0.5515839471334214
0.13113113113113112,-0.5937107090207564
0.13213213213213212,-0.7486271083580207
0.13313313313313313,-0.6314821933249117
0.13413413413413414,-0.6550199011865209
0.13513513513513514,-0.607836808652474
0.13613613613613612,-0.6331880063837543
0.13713713713713713,-0.6870322208246088
0.13813813813813813,-0.6044355068780359
0.13913913913913914,-0.6906056928432123
0.14014014014014015,-0.7285931066836713
0.14114114114114115,-0.7451886520947596
0.14214214214214213,-0.6907507698529494
0.14314314314314314,-0.676879774124051
0.14414414414414414,-0.7967235653015117
0.14514514514514515,-0.718516041479132
0.14614614614614616,-0.7163113294081593
0.14714714714714713,-0.7398505365726676
0.14814814814814814,-0.6776807399428475
0.14914914914914915,-0.6784111678983821
0.15015015015015015,-0.7565541918314388
0.15115115115115116,-0.7814510813126027
0.15215215215215216,-0.7309694904855696
0.15315315315315314,-0.8126184683444256
0.15415415415415415,-0.7292098339760796
0.15515515515515516,-0.7849672469466039
0.15615615615615616,-0.717163219866467
0.15715715715715717,-0.776767366305199
0.15815815815815815,-0.7231421845255133
0.15915915915915915,-0.6814516918092013
0.16016016016016016,-0.7255717728688122
0.16116116116116116,-0.788574366965541
0.16216216216216217,-0.7782786020149848
0.16316316316316315,-0.7520488303678358
0.16416416416416416,-0.7102756820570756
0.16516516516516516,-0.740553603287797
0.16616616616616617,-0.8112520853642337
0.16716716716716717,-0.7315821565386774
0.16816816816816815,-0.7628877735461211
0.16916916916916916,-0.669322741446309
0.17017017017017017,-0.752876204102779
0.17117117117117117,-0.7441813750387002
0.17217217217217218,-0.6768315301299037
0.17317317317317318,-0.725209985979283
0.17417417417417416,-0.6951330570780442
0.17517517517517517,-0.7280994820868796
0.17617617617617617,-0.7120832457001514
0.17717717717717718,-0.6146841153061036
0.1781781781781782,-0.627585566503748
0.17917917917917917,-0.6731344250127183
0.18018018018018017,-0.6192832384102516
0.18118118118118118,-0.669836477119907
0.18218218218218218,-0.5913168100685471
0.1831831831831832,-0.6496535786765115
0.1841841841841842,-0.6067164120400603
0.18518518518518517,-0.5793889245757486
0.18618618618618618,-0.6114792546465715
0.1871871871871872,-0.6083733897178053
0.1881881881881882,-0.5602071160164003
0.1891891891891892,-0.5800447544659293
0.19019019019019018,-0.5657679837535529
0.19119119119119118,-0.6275391285073288
0.1921921921921922,-0.5443804513960724
0.1931931931931932,-0.6229259787316499
0.1941941941941942,-0.48303528861144074
0.19519519519519518,-0.4958748538493447
0.1961961961961962,-0.48927022495041517
0.1971971971971972,-0.6074853241106661
0.1981981981981982,-0.4774359469499687
0.1991991991991992,-0.5422974681772703
0.20020020020020018,-0.5097490644839268
0.2012012012012012,-0.5123046032760977
0.2022022022022022,-0.3938635653258464
0.2032032032032032,-0.4224816900816319
0.2042042042042042,-0.5047980337722973
0.20520520520520522,-0.4961533756168985
0.2062062062062062,-0.4379450769337278
0.2072072072072072,-0.4288440127466234
0.2082082082082082,-0.44157755423182027
0.2092092092092092,-0.4577992937325771
0.21021021021021022,-0.36171416149179036
0.2112112112112112,-0.3981936523706199
0.2122122122122122,-0.3571831044845768
0.2132132132132132,-0.37905314128154804
0.21421421421421422,-0.35034578473027805
0.21521521521521522,-0.34778065938741404
0.21621621621621623,-0.2884273289283497
0.2172172172172172,-0.309552501244506
0.2182182182182182,-0.3287305857683998
0.21921921921921922,-0.30174893674195813
0.22022022022022023,-0.320675921592677
0.22122122122122123,-0.255215975276458
0.2222222222222222,-0.2270024887581897
0.22322322322322322,-0.16812992526702303
0.22422422422422422,-0.30668530803730076
0.22522522522522523,-0.20098695031795188
0.22622622622622623,-0.1425310582873657
0.2272272272272272,-0.19406111952625243
0.22822822822822822,-0.11852913071837834
0.22922922922922923,-0.09952336833187506
0.23023023023023023,-0.10694399711609831
0.23123123123123124,-0.10845437201311238
0.23223223223223222,-0.0827412391359193
0.23323323323323322,-0.07885459806206527
0.23423423423423423,-0.07490053215141664
0.23523523523523523,-0.0791425300433119
0.23623623623623624,-0.06762937100570139
0.23723723723723725,-0.12737570176767532
0.23823823823823823,-0.04104909535938867
0.23923923923923923,-0.03214220725827664
0.24024024024024024,0.08674811960639028
0.24124124124124124,0.0051006934430444534
0.24224224224224225,-0.019041458998098733
0.24324324324324323,-0.016953909090745387
0.24424424424424424,0.06489980894546055
0.24524524524524524,0.013913012593728343
0.24624624624624625,0.06597902637595214
0.24724724724724725,0.06787893486762749
0.24824824824824826,0.09889040157880546
0.24924924924924924,0.07246734819692055
0.2502502502502503,0.13809743347835313
0.25125125125125125,0.11876259681489373
0.25225225225225223,0.140421304259065
0.25325325325325326,0.12122039786237969
0.25425425425425424,0.14889135477119028
0.2552552552552553,0.18859522786988953
0.25625625625625625,0.12831667028405455
0.25725725725725723,0.15977583887172142
0.25825825825825827,0.19632667198496095
0.25925925925925924,0.18409087462504514
0.2602602602602603,0.1996733722416524
0.26126126126126126,0.24962663771731902
0.26226226226226224,0.1877629868805445
0.26326326326326327,0.22011875675715514
0.26426426426426425,0.22035910687369514
0.2652652652652653,0.2800597591073959
0.26626626626626626,0.3080264088208559
0.26726726726726724,0.26534126318600376
0.2682682682682683,0.32272284925682654
0.26926926926926925,0.33093934200595604
0.2702702702702703,0.26389534321901376
0.27127127127127126,0.26222506118485445
0.27227227227227224,0.2765692499474744
0.2732732732732733,0.35166182632515564
0.27427427427427425,0.3981197235836468
0.2752752752752753,0.374145364185431
0.27627627627627627,0.35107627821754106
0.2772772772772773,0.36574575744209115
0.2782782782782783,0.40793265646496013
0.27927927927927926,0.4008276306780091
0.2802802802802803,0.41170602895914293
0.28128128128128127,0.42274804032421154
0.2822822822822823,0.3702652629522277
0.2832832832832833,0.4909404739666998
0.28428428428428426,0.44856167855701135
0.2852852852852853,0.489017699862528
0.2862862862862863,0.5068497829201353
0.2872872872872873,0.532849698048088
0.2882882882882883,0.44303183655040135
0.28928928928928926,0.4325411813783402
0.2902902902902903,0.4263893918258552
0.2912912912912913,0.45866702719950014
0.2922922922922923,0.5209438360168002
0.2932932932932933,0.4347403610643784
0.29429429429429427,0.470764083799022
0.2952952952952953,0.4830908501970419
0.2962962962962963,0.5485169291876673
0.2972972972972973,0.46560928555945524
0.2982982982982983,0.4516624020372702
0.29929929929929927,0.4016643282203477
0.3003003003003003,0.5466064778500718
0.3013013013013013,0.48471919405005054
0.3023023023023023,0.5395390230083275
0.3033033033033033,0.5140797163829561
0.30430430430430433,0.5825424603722462
0.3053053053053053,0.5370741373515817
0.3063063063063063,0.5625925970803366
0.3073073073073073,0.4810107794171376
0.3083083083083083,0.5341233129166322
0.30930930930930933,0.5127059795864555
0.3103103103103103,0.5252474267983619
0.3113113113113113,0.42791728046804967
0.3123123123123123,0.5458332354686322
0.3133133133133133,0.5858032172613312
0.31431431431431434,0.5334266603694908
0.3153153153153153,0.5890808244357943
0.3163163163163163,0.5156052718839167
0.3173173173173173,0.569924177862479
0.3183183183183183,0.5762390932870218
0.31931931931931934,0.5330663575614298
0.3203203203203203,0.5404546821443397
0.3213213213213213,0.563037152852651
0.32232232232232233,0.49789572119229514
0.3233233233233233,0.4679735781688312
0.32432432432432434,0.5841116786832264
0.3253253253253253,0.5304587369724293
0.3263263263263263,0.5177901340724265
0.32732732732732733,0.5945734667658699
0.3283283283283283,0.4795723543521928
0.32932932932932935,0.5180150548113591
0.3303303303303303,0.5049111982750882
0.3313313313313313,0.5151091391870151
0.33233233233233234,0.5024374744535636
0.3333333333333333,0.5005930797104178
0.33433433433433435,0.47842269633750745
0.3353353353353353,0.44684533593828224
0.3363363363363363,0.4450589932376792
0.33733733733733734,0.4410252757999642
0.3383383383383383,0.48646273261411344
0.33933933933933935,0.46784630318982207
0.34034034034034033,0.5206686286905086
0.34134134134134136,0.37677174103429756
0.34234234234234234,0.44138673575796544
0.3433433433433433,0.4599519087836753
0.34434434434434436,0.41179544393599143
0.34534534534534533,0.44594625755882744
0.34634634634634637,0.5050461721313794
0.34734734734734735,0.3944286697950897
0.3483483483483483,0.4259294259080008
0.34934934934934936,0.39012094169513367
0.35035035035035034,0.39022594224347024
0.35135135135135137,0.4302114723040308
0.35235235235235235,0.3824013094878512
0.3533533533533533,0.4121300710666026
0.35435435435435436,0.37203633321034174
0.35535535535535534,0.3730973969138485
0.3563563563563564,0.40735542497470617
0.35735735735735735,0.36588478303236976
0.35835835835835833,0.3593550828314119
0.35935935935935936,0.36632010149595967
0.36036036036036034,0.3793549585147151
0.3613613613613614,0.40125248874712627
0.36236236236236236,0.29748464374358286
0.36336336336336333,0.3031814969415719
0.36436436436436437,0.2988033673338552
0.36536536536536535,0.2899072309833258
0.3663663663663664,0.29612200083313484
0.36736736736736736,0.24395645899838783
0.3683683683683684,0.30184002619563716
0.36936936936936937,0.2441763868917048
0.37037037037037035,0.22150555719841655
0.3713713713713714,0.22227017726072754
0.37237237237237236,0.21108719220731983
0.3733733733733734,0.23450031596315526
0.3743743743743744,0.23336665728773634
0.37537537537537535,0.2882235190179706
0.3763763763763764,0.19726750528290815
0.37737737737737737,0.20951399845249452
0.3783783783783784,0.2052032887310052
0.3793793793793794,0.1542082180492258
0.38038038038038036,0.21315409161751983
0.3813813813813814,0.20249674172844914
0.38238238238238237,0.15097999642019103
0.3833833833833834,0.12531323310447565
0.3843843843843844,0.14326557265687398
0.38538538538538536,0.12566006342895103
0.3863863863863864,0.16419326539241058
0.38738738738738737,0.14887811771536952
0.3883883883883884,0.043316964338452876
0.3893893893893894,0.11203914170381915
0.39039039039039036,0.10114547254380671
0.3913913913913914,0.07914636723363885
0.3923923923923924,0.09613696460458106
0.3933933933933934,0.06706522505524402
0.3943943943943944,0.04961887039346878
0.39539539539539537,0.05923630017392854
0.3963963963963964,-0.02718608355869461
0.3973973973973974,0.05112552467068506
0.3983983983983984,0.02498018216441827
0.3993993993993994,-0.023314972098464837
0.40040040040040037,-0.00010259688388098483
0.4014014014014014,-0.02431281251334696
0.4024024024024024,-0.022082818040522097
0.4034034034034034,-0.026891218469427495
0.4044044044044044,0.00022119263867192984
0.40540540540540543,-0.035101643570170135
0.4064064064064064,-0.07069160697099497
0.4074074074074074,-0.03826427237815974
0.4084084084084084,-0.051884304717052104
0.4094094094094094,-0.05716638817427337
0.41041041041041043,-0.10648261856273748
0.4114114114114114,-0.10136766170829
0.4124124124124124,-0.15494708170127244
0.4134134134134134,-0.15128200027363692
0.4144144144144144,-0.131149348078415
0.41541541541541543,-0.14886190160343138
0.4164164164164164,-0.12059190929430219
0.4174174174174174,-0.1449405209058128
0.4184184184184184,-0.18195592060450408
0.4194194194194194,-0.1963338390526278
0.42042042042042044,-0.22453183564029822
0.4214214214214214,-0.1458044503482266
0.4224224224224224,-0.18177104180736828
0.42342342342342343,-0.18663933555332596
0.4244244244244244,-0.16886381852424423
0.42542542542542544,-0.24040593069927735
0.4264264264264264,-0.21790916055579376
0.4274274274274274,-0.26608598130515415
0.42842842842842843,-0.2198432641906394
0.4294294294294294,-0.25219300870296996
0.43043043043043044,-0.23416669685371574
0.4314314314314314,-0.19634832643286562
0.43243243243243246,-0.2555834715744185
0.43343343343343343,-0.26484702021649864
0.4344344344344344,-0.25875879454261197
0.43543543543543545,-0.249798575541095
0.4364364364364364,-0.30832691896924724
0.43743743743743746,-0.25878948738359697
0.43843843843843844,-0.2880350876110872
0.4394394394394394,-0.26073918319068945
0.44044044044044045,-0.3148693268940009
0.44144144144144143,-0.29477482916332537
0.44244244244244246,-0.27454502504621997
0.44344344344344344,-0.2967956007950582
0.4444444444444444,-0.2979165384959419
0.44544544544544545,-0.3285140431376142
0.44644644644644643,-0.31402511707443104
0.44744744744744747,-0.33050661590534003
0.44844844844844844,-0.319446672524111
0.4494494494494494,-0.40525753058523456
0.45045045045045046,-0.32605458198810533
0.45145145145145144,-0.389291725618478
0.45245245245245247,-0.3395206950642732
0.45345345345345345,-0.33998026159390776
0.4544544544544544,-0.3825252039213561
0.45545545545545546,-0.34854649501605545
0.45645645645645644,-0.4101490055713654
0.4574574574574575,-0.3844022658527584
0.45845845845845845,-0.3202197632032945
0.45945945945945943,-0.3245519250271823
0.46046046046046046,-0.3636342041391291
0.46146146146146144,-0.38253685128425646
0.4624624624624625,-0.35896099704429496
0.46346346346346345,-0.39889245548061036
0.46446446446446443,-0.4037270831984844
0.46546546546546547,-0.39215070389460216
0.46646646646646645,-0.38107109281310997
0.4674674674674675,-0.40969194816446014
0.46846846846846846,-0.3920497591308056
0.4694694694694695,-0.3583941117674874
0.47047047047047047,-0.39896994249825174
0.47147147147147145,-0.37527354116995115
0.4724724724724725,-0.40935297329187026
0.47347347347347346,-0.43199406915865735
0.4744744744744745,-0.3896800964165056
0.4754754754754755,-0.4334798573968584
0.47647647647647645,-0.35207858486011645
0.4774774774774775,-0.39066939153621705
0.47847847847847846,-0.397410516535648
0.4794794794794795,-0.41155828206119305
0.4804804804804805,-0.3785557543166897
0.48148148148148145,-0.341490719207168
0.4824824824824825,-0.3996963971715636
0.48348348348348347,-0.40272935300226664
0.4844844844844845,-0.4029385724051625
0.4854854854854855,-0.38425239962274793
0.48648648648648646,-0.3635924755037122
0.4874874874874875,-0.40784975256184
0.48848848848848847,-0.36721427062207224
0.4894894894894895,-0.3784657319485241
0.4904904904904905,-0.3940934000777921
0.49149149149149146,-0.3726547974977359
0.4924924924924925,-0.3523645511037714
0.4934934934934935,-0.33889054977274563
0.4944944944944945,-0.35745835736992654
0.4954954954954955,-0.3302112249051454
0.4964964964964965,-0.342525097868072
